dim_Order_ID,dim_Order_Date,dim_Order_Quantity,dim_Sales,dim_Discount,dim_Ship_Mode,dim_Customer_Name,dim_Region,dim_Product_Category,dim_Product_Sub_Category,dim_Product_Name,dim_Age,dim_Gender,dim_Store_type,dim_Payment_Mode,last_purchase_date,m_days_since_last_purchase,m_avg_basket_size,dim_Income,m_Total_spending,dim_Season,m_prefered_category,m_cross_channel_shopping,dim_campaign_name,m_cost,m_loyality_points,m_satisfaction_score,dim_repeat_customer
4289,17-05-2015,6,168.25,0.09,Express Air,Art Foster,Ontario,Furniture,Office Furnishings,DAX Natural Wood-Tone Poster Frame,26,Male,Flagship store, Cash,23-11-2014,23,175,72334,19002.9675,Winter,Technology,Yes,Limited-Time Offer Campaign,335.3664671,19,9.3,1
4290,17-05-2015,41,1871.13,0.01,Regular Air,Erica Hackney,Ontario,Furniture,Office Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,77,Male,e-Shop,Credit Card,19-04-2014,37,393,71768,8608.35,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,9,8.3,0
4291,09-12-2017,22,729.57,0.08,Regular Air,Erica Hackney,Ontario,Office Supplies,Paper,Xerox 1932,77,Male,e-Shop, Cash,25-11-2016,37,379,71768,8608.35,Winter,Office Supplies,Yes,Partnership Campaign,42.64504226,9,8.3,1
4292,09-12-2017,7,104.38,0.07,Regular Air,Don Weiss,Ontario,Office Supplies,Appliances,Holmes Odor Grabber,63,Male,TeleShop,Credit Card,12-10-2015,11,789,97222,4208.048,Winter,Furniture,Yes,Interactive Campaign,434.782767,4,8.6,0
4293,09-12-2017,15,627.69,0,Regular Air,Jessica Myrick,Ontario,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,38,Female,Flagship store,Credit Card,22-10-2016,26,413,97436,10295.92,Winter,Furniture,Yes,Product Launch Campaign,54.60111891,10,9,0
4294,10-03-2017,39,493.26,0.02,Regular Air,Darrin Martin,Ontario,Office Supplies,Labels,Round Specialty Laser Printer Labels,59,Female,TeleShop,Credit Card,13-11-2015,29,483,93466,2074.56,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,2,8.3,1
4295,22-10-2017,37,192.15,0.07,Express Air,Darrin Martin,Ontario,Office Supplies,Paper,Array¨ Memo Cubes,59,Female,Flagship store, Cash,24-06-2017,29,120,93466,2074.56,Winter,Office Supplies,Yes,Cause Marketing Campaign,247.486618,2,8.3,1
4296,03-07-2017,16,2366.18,0.1,Regular Air,Bruce Degenhardt,Ontario,Office Supplies,Envelopes,Multimedia Mailers,36,Female,Off_Store,Credit Card,10-07-2014,36,1089,78572,21475.2185,Winter,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,21,9,0
4297,04-09-2017,49,675.71,0.06,Regular Air,Bruce Degenhardt,Ontario,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,36,Female,TeleShop, Cash,17-02-2017,36,199,78572,21475.2185,Summer,Office Supplies,Yes,Product Launch Campaign,54.60111891,21,9,1
4298,23-08-2017,16,292.978,0.05,Regular Air,Bruce Degenhardt,Ontario,Technology,Telephones and Communication,Accessory39,36,Female,e-Shop, Cash,02-05-2017,36,113,78572,21475.2185,Rainy,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,21,9,1
4299,23-08-2017,14,570.5285,0.02,Express Air,Jenna Caffey,Ontario,Technology,Telephones and Communication,600 Series Non-Flip,28,Male,Flagship store,Debit Card,19-04-2014,25,1222,62901,10648.5085,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,11,9.2,1
4300,23-08-2017,25,276.5,0.02,Regular Air,Kalyca Meade,Ontario,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",59,Female,Off_Store, Cash,21-10-2014,26,1037,70625,1661.21,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,2,7.5,0
4301,23-08-2017,16,111.9,0.01,Regular Air,Dennis Bolton,Ontario,Office Supplies,Pens & Art Supplies,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",26,Male,Off_Store,Credit Card,06-06-2015,28,809,99627,17099.94,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,17,9.3,1
4302,23-08-2017,8,1173.5,0,Regular Air,Jenna Caffey,Ontario,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,28,Male,Off_Store, Cash,20-01-2014,25,1311,62901,10648.5085,Rainy,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,11,9.2,1
4303,22-08-2014,43,210.66,0.08,Regular Air,Max Jones,Ontario,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,54,Female,Off_Store,Debit Card,11-06-2014,30,72,62470,29810.99,Spring,Office Supplies,Yes,Content Marketing Campaign,24.21545054,30,9.2,1
4304,04-10-2016,41,316.61,0.03,Regular Air,Lena Creighton,Ontario,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",70,Female,Flagship store, E-wallet,14-12-2015,26,295,60865,48460.135,Rainy,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,48,9.6,1
4305,26-10-2014,27,116.37,0.04,Express Air,Art Foster,Ontario,Office Supplies,Labels,Avery 501,26,Male,e-Shop, Cash,02-09-2014,23,54,72334,19002.9675,Winter,Technology,Yes,Email Newsletter Promotion,364.2303981,19,9.3,1
4306,26-10-2014,31,123.93,0.1,Regular Air,Ken Brennan,Ontario,Office Supplies,Pens & Art Supplies,Newell 336,72,Female,e-Shop, E-wallet,29-07-2014,23,89,76102,23058.26,Rainy,Office Supplies,Yes,Cause Marketing Campaign,247.486618,23,9,1
4307,28-06-2016,32,381.24,0.04,Regular Air,Jenna Caffey,Ontario,Office Supplies,Paper,Xerox 188,28,Male,TeleShop,Credit Card,24-05-2016,25,35,62901,10648.5085,Spring,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,11,9.2,1
4308,28-06-2016,24,103.11,0.06,Regular Air,Troy Blackwell,Ontario,Furniture,Office Furnishings,"Eldon¨ Image Series Desk Accessories, Burgundy",23,Female,e-Shop, Cash,28-01-2015,30,517,76540,26184.5915,Winter,Office Supplies,Yes,Content Marketing Campaign,24.21545054,26,9.3,0
4309,04-11-2014,35,1599.071,0.04,Regular Air,Troy Blackwell,Ontario,Technology,Telephones and Communication,Accessory24,23,Female,e-Shop,Debit Card,11-06-2014,30,146,76540,26184.5915,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,26,9.3,1
4310,04-11-2014,31,968.235,0.05,Regular Air,Troy Blackwell,Ontario,Technology,Telephones and Communication,Accessory27,23,Female,e-Shop, Cash,25-02-2014,30,252,76540,26184.5915,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,26,9.3,1
4311,04-11-2014,1,184.46,0.05,Delivery Truck,Jessica Myrick,Ontario,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,38,Female,e-Shop,Credit Card,22-10-2014,26,13,97436,10295.92,Summer,Furniture,Yes,Loyalty Program Campaign,562.9303721,10,9,1
4312,04-11-2014,28,574.99,0.06,Regular Air,Harry Marie,Ontario,Technology,Computer Peripherals,Microsoft Internet Keyboard,50,Male,e-Shop,Credit Card,26-10-2014,32,9,79385,15678.463,Spring,Office Supplies,Yes,Cause Marketing Campaign,247.486618,16,8.9,1
4313,04-11-2014,45,3753.42,0,Regular Air,Erica Hackney,Ontario,Technology,Computer Peripherals,Logitech Cordless Navigator Duo,77,Male,TeleShop,Debit Card,15-10-2014,37,20,71768,8608.35,Summer,Office Supplies,Yes,Cause Marketing Campaign,247.486618,9,8.3,1
4314,08-09-2014,23,1130.79,0.01,Regular Air,Erica Hackney,Ontario,Office Supplies,Paper,Xerox 1917,77,Male,e-Shop, Cash,24-06-2014,37,76,71768,8608.35,Summer,Office Supplies,Yes,Cause Marketing Campaign,247.486618,9,8.3,1
4315,25-06-2015,33,341.42,0.06,Regular Air,Lena Creighton,Ontario,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D¨ Binders,70,Female,e-Shop, E-wallet,26-12-2014,26,181,60865,48460.135,Winter,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,48,9.6,1
4316,25-06-2015,30,381.39,0.01,Express Air,Lena Creighton,Ontario,Furniture,Office Furnishings,Eldon¨ 500 Classª Desk Accessories,70,Female,e-Shop, E-wallet,22-01-2014,26,519,60865,48460.135,Spring,Office Supplies,Yes,Partnership Campaign,42.64504226,48,9.6,1
4317,25-06-2015,42,223.33,0,Express Air,Troy Blackwell,Ontario,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",23,Female,e-Shop,Credit Card,04-11-2014,30,233,76540,26184.5915,Summer,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,26,9.3,1
4318,26-07-2015,29,1178.04,0.07,Regular Air,Troy Blackwell,Ontario,Technology,Computer Peripherals,Targus USB Numeric Keypad,23,Female,Off_Store, Cash,30-03-2014,30,483,76540,26184.5915,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,26,9.3,1
4319,07-12-2017,43,121.94,0.01,Regular Air,Troy Blackwell,Ontario,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,23,Female,Off_Store, E-wallet,28-04-2016,30,588,76540,26184.5915,Spring,Office Supplies,Yes,Product Launch Campaign,54.60111891,26,9.3,1
4320,29-12-2014,18,5405.44,0.07,Delivery Truck,Troy Blackwell,Ontario,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",23,Female,e-Shop,Credit Card,30-03-2014,30,274,76540,26184.5915,Summer,Office Supplies,Yes,Cause Marketing Campaign,247.486618,26,9.3,1
4321,29-12-2014,44,1001.99,0.09,Regular Air,Patricia Hirasaki,Ontario,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,20,Male,e-Shop,Debit Card,04-05-2014,36,239,70747,2576.17,Rainy,Furniture,Yes,Product Launch Campaign,54.60111891,3,7.5,1
4322,14-02-2015,12,73.5,0.03,Regular Air,Dennis Bolton,Ontario,Office Supplies,Envelopes,Wausau Papers Astrobrights¨ Colored Envelopes,26,Male,e-Shop,Credit Card,27-06-2014,28,232,99627,17099.94,Spring,Office Supplies,Yes,Interactive Campaign,434.782767,17,9.3,1
4323,14-02-2015,49,4321.63,0.08,Regular Air,Ken Brennan,Ontario,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,72,Female,e-Shop, E-wallet,30-01-2015,23,15,76102,23058.26,Winter,Office Supplies,Yes,Content Marketing Campaign,24.21545054,23,9,1
4324,14-02-2015,11,67.14,0.07,Regular Air,Ken Brennan,Ontario,Office Supplies,Paper,Xerox 1947,72,Female,TeleShop, Cash,17-11-2014,23,89,76102,23058.26,Spring,Office Supplies,Yes,Partnership Campaign,42.64504226,23,9,1
4325,14-02-2015,29,3218.42,0.08,Delivery Truck,Harry Marie,Ontario,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",50,Male,TeleShop, E-wallet,30-09-2014,32,137,79385,15678.463,Rainy,Office Supplies,Yes,Cause Marketing Campaign,247.486618,16,8.9,1
4326,14-02-2015,23,220.97,0.02,Regular Air,Clytie Kelty,Ontario,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",70,Male,e-Shop, E-wallet,21-03-2014,26,330,71065,63189.95,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,63,9.4,0
4327,25-01-2016,48,368.99,0.09,Regular Air,Mark Cousins,Ontario,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,49,Male,TeleShop, Cash,27-04-2014,29,638,98187,70579.7275,Summer,Furniture,Yes,Product Launch Campaign,54.60111891,71,9.6,1
4328,25-01-2016,6,451.44,0.1,Regular Air,Art Foster,Ontario,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,26,Male,Off_Store,Credit Card,29-03-2015,23,302,72334,19002.9675,Spring,Technology,Yes,User-Generated Content Campaign,315.8348624,19,9.3,1
4329,01-04-2017,16,138.55,0.03,Regular Air,Art Foster,Ontario,Office Supplies,"Scissors, Rulers and Trimmers",Acme¨ Elite Stainless Steel Scissors,26,Male,Off_Store,Credit Card,26-09-2015,23,553,72334,19002.9675,Winter,Technology,Yes,Content Marketing Campaign,24.21545054,19,9.3,1
4330,03-10-2017,47,1291.35,0.04,Regular Air,Odella Nelson,Ontario,Office Supplies,Paper,Xerox 1935,63,Female,Off_Store,Debit Card,14-02-2014,23,1327,71057,13080.812,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,13,9.4,1
4331,03-10-2017,31,107.97,0,Regular Air,Odella Nelson,Ontario,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",63,Female,Off_Store, Cash,15-01-2014,23,1357,71057,13080.812,Summer,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,13,9.4,1
4332,01-09-2017,39,857.32,0.05,Regular Air,Clytie Kelty,Ontario,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",70,Male,e-Shop, Cash,03-07-2016,26,425,71065,63189.95,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,63,9.4,1
4333,01-09-2017,2,8.87,0.03,Regular Air,Clytie Kelty,Ontario,Office Supplies,Pens & Art Supplies,Rogers Handheld Barrel Pencil Sharpener,70,Male,e-Shop, Cash,30-04-2014,26,1220,71065,63189.95,Summer,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,63,9.4,1
4334,21-12-2015,44,155.78,0.04,Regular Air,Jim Sink,Ontario,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",42,Female,e-Shop,Debit Card,26-09-2015,36,86,96578,33491.987,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,33,9.1,1
4335,21-12-2015,38,4650.07,0.04,Delivery Truck,Steven Roelle,Ontario,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",23,Male,e-Shop, E-wallet,12-07-2014,27,527,78211,21108.3575,Summer,Office Supplies,Yes,Product Launch Campaign,54.60111891,21,9.2,0
4336,20-12-2015,39,497.52,0.03,Regular Air,Steven Roelle,Ontario,Office Supplies,Paper,Xerox 1907,23,Male,Flagship store,Debit Card,28-03-2014,27,632,78211,21108.3575,Summer,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,21,9.2,1
4337,20-12-2015,43,103.6,0.09,Express Air,Harry Marie,Ontario,Office Supplies,"Scissors, Rulers and Trimmers",Letter Slitter,50,Male,Flagship store, E-wallet,08-10-2014,32,438,79385,15678.463,Rainy,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,16,8.9,1
4338,27-11-2015,14,75.15,0.02,Express Air,Clytie Kelty,Ontario,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire¨ Vibra Groomer I¨ Upright Vac,70,Male,Off_Store, E-wallet,15-05-2014,26,561,71065,63189.95,Summer,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,63,9.4,1
4339,27-11-2015,43,400.45,0.07,Regular Air,Clytie Kelty,Ontario,Technology,Office Machines,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",70,Male,e-Shop,Credit Card,05-04-2015,26,236,71065,63189.95,Winter,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,63,9.4,1
4340,27-08-2017,31,96.23,0.05,Regular Air,Don Weiss,Ontario,Office Supplies,Labels,Avery 511,63,Male,Off_Store, E-wallet,18-01-2016,11,587,97222,4208.048,Winter,Furniture,Yes,Cause Marketing Campaign,247.486618,4,8.6,1
4341,22-03-2014,7,70.08,0,Regular Air,Don Weiss,Ontario,Furniture,Office Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",63,Male,Flagship store, E-wallet,07-01-2014,11,74,97222,4208.048,Spring,Furniture,Yes,Content Marketing Campaign,24.21545054,4,8.6,1
4342,17-12-2017,3,234.768,0.04,Delivery Truck,Don Weiss,Ontario,Furniture,Tables,KI Conference Tables,63,Male,e-Shop, E-wallet,23-07-2016,11,512,97222,4208.048,Rainy,Furniture,Yes,Limited-Time Offer Campaign,335.3664671,4,8.6,1
4343,19-03-2017,16,376.65,0,Express Air,Fred Wasserman,Ontario,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",39,Female,Off_Store,Credit Card,07-12-2014,20,833,75212,7487.958,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,7,9.1,1
4344,19-03-2017,6,40.06,0.07,Regular Air,Fred Wasserman,Ontario,Office Supplies,Storage & Organization,"Perma STOR-ALLª Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",39,Female,e-Shop,Debit Card,20-04-2014,20,1064,75212,7487.958,Spring,Office Supplies,Yes,Product Launch Campaign,54.60111891,7,9.1,1
4345,19-03-2017,10,278.66,0.05,Express Air,Jessica Myrick,Ontario,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,38,Female,TeleShop,Debit Card,19-02-2014,26,1124,97436,10295.92,Rainy,Furniture,Yes,User-Generated Content Campaign,315.8348624,10,9,1
4346,19-03-2017,28,491.85,0.1,Regular Air,Jessica Myrick,Ontario,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,38,Female,e-Shop,Debit Card,05-03-2014,26,1110,97436,10295.92,Winter,Furniture,Yes,Interactive Campaign,434.782767,10,9,1
4347,18-09-2016,42,401.37,0.07,Regular Air,Kalyca Meade,Ontario,Furniture,Office Furnishings,"Staples 10"" Round Wall Clock",59,Female,Flagship store,Debit Card,20-12-2014,26,638,70625,1661.21,Spring,Office Supplies,Yes,Partnership Campaign,42.64504226,2,7.5,1
4348,18-09-2016,9,118.95,0.03,Regular Air,Lena Creighton,Ontario,Furniture,Office Furnishings,Eldon¨ 500 Classª Desk Accessories,70,Female,e-Shop,Credit Card,19-12-2015,26,274,60865,48460.135,Summer,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,48,9.6,1
4349,24-11-2017,35,3814.171,0.04,Regular Air,Lena Creighton,Ontario,Technology,Telephones and Communication,i1000plus,70,Female,Off_Store,Debit Card,05-11-2017,26,19,60865,48460.135,Summer,Office Supplies,Yes,Product Launch Campaign,54.60111891,48,9.6,1
4350,24-11-2017,20,515.37,0.04,Regular Air,Beth Thompson,Ontario,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,64,Male,e-Shop,Credit Card,19-12-2015,23,706,98028,27214.947,Spring,Office Supplies,Yes,Interactive Campaign,434.782767,27,9.5,1
4351,11-04-2017,40,2044.2755,0.1,Regular Air,Maureen Fritzler,Ontario,Technology,Telephones and Communication,2190,69,Female,e-Shop, E-wallet,24-11-2014,32,869,95213,12873.3755,Spring,Office Supplies,Yes,Product Launch Campaign,54.60111891,13,8.8,1
4352,11-04-2017,18,122.02,0.04,Regular Air,Pete Takahito,Ontario,Office Supplies,Paper,Xerox 1997,44,Female,e-Shop,Debit Card,19-01-2016,29,448,88329,8694.495,Spring,Technology,Yes,Partnership Campaign,42.64504226,9,8.8,1
4353,10-12-2017,24,1304.0275,0.1,Regular Air,Lena Creighton,Ontario,Technology,Telephones and Communication,StarTAC Analog,70,Female,e-Shop,Credit Card,08-03-2015,26,1008,60865,48460.135,Spring,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,48,9.6,1
4354,10-12-2017,10,56.05,0.06,Regular Air,Rob Haberlin,Ontario,Office Supplies,Paper,Xerox 1952,35,Female,e-Shop, E-wallet,17-10-2017,26,54,92184,39069.3685,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,39,9.6,1
4355,24-11-2017,28,154.61,0.06,Regular Air,Beth Thompson,Ontario,Office Supplies,Binders and Binder Accessories,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",64,Male,TeleShop,Debit Card,03-09-2015,23,813,98028,27214.947,Winter,Office Supplies,Yes,Cause Marketing Campaign,247.486618,27,9.5,1
4356,04-12-2015,19,1063.35,0.07,Express Air,Beth Thompson,Ontario,Technology,Telephones and Communication,8860,64,Male,e-Shop, Cash,30-10-2015,23,35,98028,27214.947,Spring,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,27,9.5,1
4357,04-12-2015,42,4182.52,0,Express Air,Jenna Caffey,Ontario,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,28,Male,TeleShop,Credit Card,28-06-2014,25,524,62901,10648.5085,Spring,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,11,9.2,1
4358,11-12-2017,16,512.81,0.1,Delivery Truck,Rob Haberlin,Ontario,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",35,Female,e-Shop,Credit Card,02-11-2015,26,770,92184,39069.3685,Winter,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,39,9.6,1
4359,11-12-2017,8,169.11,0,Regular Air,Fred Wasserman,Ontario,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",39,Female,TeleShop,Credit Card,18-04-2016,20,602,75212,7487.958,Winter,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,7,9.1,1
4360,11-12-2017,41,152.59,0.07,Regular Air,Fred Wasserman,Ontario,Office Supplies,Pens & Art Supplies,Fluorescent Highlighters by Dixon,39,Female,Flagship store,Credit Card,27-08-2017,20,106,75212,7487.958,Summer,Office Supplies,Yes,Partnership Campaign,42.64504226,7,9.1,1
4361,21-05-2016,14,1961.39,0,Regular Air,Don Weiss,Ontario,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",63,Male,e-Shop,Debit Card,16-07-2014,11,675,97222,4208.048,Spring,Furniture,Yes,Social Media Influencer Campaign,366.3816254,4,8.6,1
4362,17-02-2017,3,4.94,0.1,Regular Air,Don Weiss,Ontario,Office Supplies,Rubber Bands,Binder Clips by OIC,63,Male,Off_Store,Debit Card,27-11-2014,11,813,97222,4208.048,Rainy,Furniture,Yes,Cause Marketing Campaign,247.486618,4,8.6,1
4363,20-05-2017,4,156.97,0.01,Regular Air,Lena Creighton,Ontario,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,70,Female,e-Shop, Cash,27-04-2014,26,1119,60865,48460.135,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,48,9.6,1
4364,20-05-2017,50,1118.21,0.07,Regular Air,Max Jones,Ontario,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",54,Female,Off_Store, E-wallet,04-10-2016,30,228,62470,29810.99,Summer,Office Supplies,Yes,Partnership Campaign,42.64504226,30,9.2,1
4365,20-05-2017,13,3503.56,0.01,Delivery Truck,Max Jones,Ontario,Furniture,Tables,Bevis Boat-Shaped Conference Table,54,Female,e-Shop,Debit Card,06-01-2015,30,865,62470,29810.99,Summer,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,30,9.2,1
4366,20-05-2017,37,1984.61,0.05,Express Air,Clytie Kelty,Ontario,Office Supplies,Paper,Xerox 194,70,Male,e-Shop,Credit Card,11-04-2017,26,39,71065,63189.95,Rainy,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,63,9.4,1
4367,20-05-2017,1,13.96,0.06,Regular Air,Lena Creighton,Ontario,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D¨ Binders,70,Female,TeleShop, Cash,22-06-2016,26,332,60865,48460.135,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,48,9.6,1
4368,11-09-2017,50,531.48,0.08,Regular Air,Lena Creighton,Ontario,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,70,Female,Off_Store,Debit Card,23-04-2016,26,506,60865,48460.135,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,48,9.6,1
4369,11-09-2017,29,3524.55,0.08,Delivery Truck,Lena Creighton,Ontario,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",70,Female,e-Shop, Cash,03-11-2015,26,678,60865,48460.135,Rainy,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,48,9.6,1
4370,05-11-2016,42,890.61,0.05,Regular Air,Lena Creighton,Ontario,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock",70,Female,e-Shop, E-wallet,08-02-2014,26,1001,60865,48460.135,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,48,9.6,1
4371,05-11-2016,10,64.19,0.08,Regular Air,Lena Creighton,Ontario,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,70,Female,Off_Store, Cash,17-08-2016,26,80,60865,48460.135,Summer,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,48,9.6,1
4372,05-11-2016,37,376.58,0.09,Regular Air,Rob Haberlin,Ontario,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",35,Female,e-Shop,Debit Card,27-08-2015,26,436,92184,39069.3685,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,39,9.6,1
4373,23-07-2017,3,1540.77,0.04,Regular Air,Jenna Caffey,Ontario,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,28,Male,e-Shop, Cash,23-10-2015,25,639,62901,10648.5085,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,11,9.2,1
4374,23-07-2017,4,73.9,0.06,Regular Air,Odella Nelson,Ontario,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",63,Female,Flagship store, E-wallet,13-02-2016,23,526,71057,13080.812,Spring,Office Supplies,Yes,Content Marketing Campaign,24.21545054,13,9.4,1
4375,18-11-2016,35,897.42,0.08,Regular Air,Art Foster,Ontario,Furniture,Chairs & Chairmats,SAFCO Optional Arm Kit for Workspace¨ Cribbage Stacking Chair,26,Male,TeleShop, Cash,25-07-2014,23,847,72334,19002.9675,Spring,Technology,Yes,Partnership Campaign,42.64504226,19,9.3,1
4376,25-04-2014,27,306.02,0.08,Regular Air,Art Foster,Ontario,Furniture,Office Furnishings,Eldon¨ 500 Classª Desk Accessories,26,Male,TeleShop, Cash,20-01-2014,23,95,72334,19002.9675,Winter,Technology,Yes,Content Marketing Campaign,24.21545054,19,9.3,1
4377,25-04-2014,32,180.36,0.1,Regular Air,Jessica Myrick,Ontario,Office Supplies,Storage & Organization,"Perma STOR-ALLª Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",38,Female,e-Shop, Cash,27-01-2014,26,88,97436,10295.92,Winter,Furniture,Yes,Partnership Campaign,42.64504226,10,9,1
4378,25-04-2014,20,240.74,0.05,Regular Air,Ken Brennan,Ontario,Office Supplies,Paper,Xerox 1907,72,Female,e-Shop, Cash,08-02-2014,23,76,76102,23058.26,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,23,9,1
4379,30-11-2015,21,3072.86,0.08,Delivery Truck,Ken Brennan,Ontario,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",72,Female,TeleShop,Debit Card,15-03-2014,23,625,76102,23058.26,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,23,9,1
4380,30-11-2015,25,5503.39,0.08,Delivery Truck,Joe Kamberova,Ontario,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,18,Male,e-Shop, Cash,27-10-2014,27,399,75549,5761.31,Summer,Office Supplies,Yes,Product Launch Campaign,54.60111891,6,6.7,1
